StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1.1,Q1.2,Q1.2_3_TEXT,Q1.3,Q1.3_7_TEXT,Q1.4,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_11,Q2.1_12,Q2.1_13,Q2.1_14,Q2.1_15,Q2.1_16,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_11,Q2.2_12,Q2.2_13,Q2.2_14,Q2.2_15,Q2.2_16,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q4.1,Q4.2,Q4.3,Q23,Q5_1,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_2,Q5_14,Q5_3,Q5_4,Q24,Q24,Q_URL,Q1.1 - Parent Topics,Q1.1 - Sentiment Polarity,Q1.1 - Sentiment Score,Q1.1 - Sentiment,Q1.1 - Topic Sentiment Label,Q1.1 - Topic Sentiment Score,Q1.1 - Topics
2019-06-07 13:37:47,2019-06-07 14:21:17,IP Address,128.111.149.101,100,2610,True,2019-06-07 14:21:18,R_2TFRSjdtAuWlezn,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1033,19,Male,,Asian,,Undergraduate student,very relevant,very relevant,very relevant,somewhat relevant,extremely relevant,very relevant,very relevant,extremely relevant,somewhat relevant,somewhat relevant,very relevant,extremely relevant,extremely relevant,somewhat relevant,extremely relevant,very relevant,slightly agree,moderately agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,moderately agree,moderately agree,strongly agree,False,True,True,False,False,True,False,False,False,False,False,True,False,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,No,6-9 years old,16 years or older,Right-handed,36,54,82,50,68,11,37,46,40,79,86,51,Neither Liberal Nor Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-07 13:51:32,2019-06-07 14:22:24,IP Address,128.111.149.102,100,1851,True,2019-06-07 14:22:25,R_UnDIFvnelgDqHjX,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1034,,Male,,Hispanic or Latino,,Undergraduate student,extremely relevant,extremely relevant,not at all relevant,not at all relevant,not at all relevant,not at all relevant,extremely relevant,extremely relevant,not at all relevant,not at all relevant,extremely relevant,extremely relevant,extremely relevant,not at all relevant,not at all relevant,not at all relevant,strongly agree,strongly agree,strongly disagree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,moderately agree,strongly agree,strongly agree,strongly disagree,moderately disagree,strongly disagree,False,True,False,True,False,True,False,True,True,False,True,True,False,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Yes,,,Right-handed,100,39,19,,100,16,100,,83,18,12,,Strongly Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-04 17:50:27,2019-09-04 18:36:27,IP Address,128.111.149.101,100,2759,True,2019-09-04 18:36:28,R_tK6uuBQ9AsFmdGx,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1036,19,Female,,White,,Undergraduate student,somewhat relevant,very relevant,very relevant,very relevant,very relevant,not at all relevant,extremely relevant,very relevant,very relevant,very relevant,not very relevant,very relevant,very relevant,very relevant,somewhat relevant,very relevant,moderately agree,strongly agree,moderately disagree,moderately agree,slightly disagree,slightly agree,moderately agree,moderately agree,slightly agree,moderately agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,True,True,False,True,True,True,False,True,False,False,True,True,True,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Slightly disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,15,13,22,97,68,5,51,86,39,84,99,85,Somewhat Conservative,Extremely important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-04 17:49:18,2019-09-04 18:44:26,IP Address,128.111.149.100,100,3308,True,2019-09-04 18:44:27,R_115vAkvifC3Reta,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1035,21,Male,,White,,Undergraduate student,very relevant,very relevant,slightly relevant,not very relevant,not very relevant,not at all relevant,somewhat relevant,very relevant,somewhat relevant,not very relevant,somewhat relevant,very relevant,somewhat relevant,slightly relevant,slightly relevant,somewhat relevant,moderately agree,moderately agree,moderately disagree,moderately agree,moderately agree,moderately agree,strongly agree,moderately agree,strongly agree,slightly disagree,slightly disagree,moderately agree,moderately disagree,slightly agree,slightly agree,slightly agree,False,False,True,True,False,True,True,True,True,False,True,False,True,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Yes,,,Left-handed,100,60,35,58,80,10,50,45,75,75,100,40,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 15:37:06,2019-09-05 16:29:29,IP Address,128.111.149.100,100,3142,True,2019-09-05 16:29:29,R_2uszfWF3Zn17shq,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1037,22,Male,,Hispanic or Latino,,Undergraduate student,slightly relevant,slightly relevant,not very relevant,somewhat relevant,somewhat relevant,not at all relevant,not very relevant,somewhat relevant,not very relevant,not very relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,moderately agree,moderately agree,moderately agree,slightly agree,moderately agree,moderately agree,moderately agree,strongly disagree,slightly disagree,moderately agree,moderately agree,True,True,False,True,False,False,False,True,True,False,True,True,True,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Very disgusting,Slightly disgusting,Very disgusting,No,0-5 years old,0-5 years old,Right-handed,50,50,50,70,65,51,50,51,50,62,64,65,Somewhat Conservative,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 15:38:40,2019-09-05 16:35:20,IP Address,128.111.149.101,100,3400,True,2019-09-05 16:35:21,R_9tTOJG7O5i92wCJ,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1038,21,Female,,Asian,,Undergraduate student,extremely relevant,very relevant,not at all relevant,somewhat relevant,not very relevant,not at all relevant,extremely relevant,very relevant,extremely relevant,very relevant,very relevant,extremely relevant,very relevant,somewhat relevant,extremely relevant,not at all relevant,moderately agree,strongly agree,moderately disagree,moderately disagree,strongly disagree,strongly agree,moderately agree,moderately disagree,strongly disagree,moderately agree,strongly disagree,slightly agree,slightly disagree,moderately disagree,moderately disagree,strongly disagree,False,True,True,True,True,True,False,True,True,False,False,True,True,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,No,6-9 years old,6-9 years old,Left-handed,80,30,19,8,81,0,62,22,4,70,58,33,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:44:35,2019-09-05 17:28:45,IP Address,128.111.149.100,100,2649,True,2019-09-05 17:28:45,R_129cNnhKikct5Ge,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1039,20,Female,,Asian,,Undergraduate student,not very relevant,not very relevant,slightly relevant,slightly relevant,not very relevant,slightly relevant,not very relevant,not very relevant,slightly relevant,slightly relevant,somewhat relevant,somewhat relevant,very relevant,somewhat relevant,very relevant,not at all relevant,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,moderately agree,strongly agree,moderately agree,True,True,True,True,False,False,True,True,True,True,True,False,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,No,0-5 years old,10-15 years old,Right-handed,70,12,20,6,19,8,81,77,4,89,74,24,Strongly Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:45:11,2019-09-05 17:34:10,IP Address,128.111.149.101,100,2939,True,2019-09-05 17:34:11,R_1FsxqJdsN3041Uc,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1040,22,Female,,Asian,,Undergraduate student,very relevant,very relevant,slightly relevant,somewhat relevant,very relevant,somewhat relevant,extremely relevant,extremely relevant,very relevant,somewhat relevant,somewhat relevant,extremely relevant,very relevant,,very relevant,not very relevant,moderately agree,slightly agree,strongly agree,slightly agree,moderately agree,strongly agree,moderately agree,strongly agree,moderately agree,slightly agree,slightly agree,slightly disagree,moderately disagree,slightly disagree,strongly disagree,moderately disagree,True,True,False,True,True,True,False,True,False,False,False,True,True,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,No,0-5 years old,0-5 years old,Right-handed,90,41,32,63,73,12,65,66,73,90,91,69,Strongly Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:46:04,2019-09-05 17:34:12,IP Address,128.111.149.102,100,2888,True,2019-09-05 17:34:13,R_uepfRm0pXIOID5f,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1041,21,Female,,Asian,,Undergraduate student,very relevant,very relevant,not at all relevant,somewhat relevant,slightly relevant,not very relevant,very relevant,extremely relevant,very relevant,not very relevant,somewhat relevant,very relevant,extremely relevant,somewhat relevant,very relevant,not at all relevant,slightly agree,moderately agree,moderately disagree,moderately agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,moderately agree,slightly agree,strongly disagree,True,True,False,True,True,False,False,True,True,True,True,True,True,Slightly disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Yes,,,Right-handed,80,60,20,50,50,0,50,80,50,50,100,30,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:46:49,2019-09-05 17:36:45,IP Address,128.111.149.103,100,2995,True,2019-09-05 17:36:45,R_1q4CQQTmpn9a6de,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1042,20,Female,,Asian,,Undergraduate student,extremely relevant,very relevant,not at all relevant,not very relevant,not very relevant,not at all relevant,not at all relevant,very relevant,extremely relevant,not at all relevant,somewhat relevant,very relevant,somewhat relevant,very relevant,not at all relevant,slightly relevant,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,True,True,False,False,False,True,False,True,True,True,True,True,True,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,Yes,,,Right-handed,100,30,81,50,100,20,71,71,100,30,80,22,Somewhat Conservative,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:48:14,2019-09-05 17:37:33,IP Address,128.111.149.104,100,2958,True,2019-09-05 17:37:33,R_3fTTMX7p9H0Ksco,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1043,,Male,,Hispanic or Latino,,Undergraduate student,very relevant,very relevant,not very relevant,not very relevant,not at all relevant,not at all relevant,very relevant,very relevant,not very relevant,slightly relevant,very relevant,very relevant,extremely relevant,not very relevant,slightly relevant,not very relevant,moderately agree,moderately agree,slightly disagree,slightly disagree,strongly agree,moderately agree,moderately agree,slightly agree,moderately disagree,moderately disagree,strongly disagree,slightly disagree,moderately agree,slightly agree,slightly disagree,moderately disagree,False,False,True,True,False,False,False,False,True,False,False,True,True,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,No,0-5 years old,0-5 years old,Right-handed,70,11,12,65,75,10,25,20,61,50,49,15,Strongly Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 16:49:21,2019-09-05 17:37:38,IP Address,128.111.149.105,100,2897,True,2019-09-05 17:37:39,R_RQ2YNy2RoWakpMt,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1044,20,Female,,Asian,,Undergraduate student,very relevant,very relevant,extremely relevant,very relevant,somewhat relevant,slightly relevant,very relevant,somewhat relevant,slightly relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,very relevant,very relevant,very relevant,moderately agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,strongly agree,moderately agree,slightly agree,moderately agree,strongly agree,False,True,False,True,True,False,False,True,True,False,True,False,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,No,0-5 years old,I do not feel comfortable speaking English,Right-handed,15,12,19,28,29,18,16,31,19,44,61,95,Strongly Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 17:43:47,2019-09-05 18:34:48,IP Address,128.111.149.100,100,3061,True,2019-09-05 18:34:48,R_rrQKv8CqcDWKsUh,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1045,19,Female,,Asian,,Undergraduate student,somewhat relevant,somewhat relevant,not very relevant,somewhat relevant,very relevant,not at all relevant,very relevant,extremely relevant,somewhat relevant,not very relevant,not very relevant,very relevant,very relevant,somewhat relevant,very relevant,not at all relevant,moderately agree,moderately agree,moderately disagree,slightly disagree,slightly disagree,moderately agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,False,True,False,True,True,True,False,True,True,True,False,False,True,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Yes,,,Right-handed,100,10,50,50,100,17,20,35,100,50,50,40,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-05 17:43:40,2019-09-11 17:58:59,IP Address,128.111.149.101,100,519318,True,2019-09-11 17:58:59,R_3EEJ0ba9Hwbaflr,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1046,20,Female,,Asian,,Undergraduate student,somewhat relevant,somewhat relevant,not very relevant,slightly relevant,slightly relevant,not at all relevant,slightly relevant,very relevant,very relevant,not very relevant,very relevant,extremely relevant,extremely relevant,slightly relevant,very relevant,not at all relevant,slightly agree,moderately agree,moderately disagree,moderately agree,slightly agree,strongly agree,strongly agree,strongly agree,moderately disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,moderately agree,strongly disagree,False,True,False,True,True,True,False,True,True,True,False,True,True,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,90,50,40,30,50,20,50,50,90,50,75,30,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-11 17:58:03,2019-09-11 18:35:59,IP Address,128.111.149.100,100,2276,True,2019-09-11 18:36:00,R_1rDFsAV6hSm42Hd,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1047,21,Female,,White,,Undergraduate student,extremely relevant,extremely relevant,somewhat relevant,very relevant,very relevant,not very relevant,very relevant,extremely relevant,extremely relevant,very relevant,somewhat relevant,extremely relevant,very relevant,very relevant,very relevant,very relevant,moderately agree,moderately agree,moderately agree,moderately agree,slightly agree,strongly agree,strongly agree,moderately agree,strongly agree,slightly agree,moderately agree,slightly agree,moderately disagree,moderately agree,moderately agree,moderately disagree,True,True,False,True,True,True,False,True,False,False,False,True,True,Very disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,50,60,61,67,80,15,100,100,97,91,100,100,Somewhat Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-11 17:58:56,2019-09-11 18:36:25,IP Address,128.111.149.102,100,2248,True,2019-09-11 18:36:25,R_RwVLLE6XxuwZJDz,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1049,20,Female,,Asian,,Undergraduate student,extremely relevant,very relevant,somewhat relevant,not very relevant,somewhat relevant,not at all relevant,somewhat relevant,very relevant,very relevant,not very relevant,very relevant,somewhat relevant,not very relevant,very relevant,very relevant,slightly relevant,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,moderately agree,moderately agree,slightly agree,moderately agree,strongly agree,slightly agree,moderately disagree,slightly disagree,slightly agree,False,True,False,False,True,False,True,False,True,True,True,True,True,Not disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,No,0-5 years old,I do not feel comfortable speaking English,Right-handed,49,66,30,62,100,0,57,14,18,46,36,48,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-11 18:00:16,2019-09-11 18:41:49,IP Address,128.111.149.103,100,2493,True,2019-09-11 18:41:50,R_28Ccbd2qeBSN3WR,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1050,20,Male,,Other,Middle eastern and also why is this never an option come on guys its 2019,Undergraduate student,extremely relevant,extremely relevant,not at all relevant,not very relevant,very relevant,not at all relevant,somewhat relevant,very relevant,somewhat relevant,not very relevant,slightly relevant,very relevant,extremely relevant,slightly relevant,not very relevant,very relevant,moderately agree,strongly agree,moderately disagree,moderately agree,moderately disagree,strongly agree,moderately disagree,slightly disagree,moderately disagree,moderately disagree,slightly disagree,slightly disagree,moderately agree,moderately disagree,slightly disagree,slightly agree,True,True,False,True,True,True,False,True,True,False,False,False,False,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,20,60,15,65,50,10,20,15,70,60,40,30,Somewhat Liberal,Extremely important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-11 17:59:02,2019-09-11 18:42:17,IP Address,128.111.149.101,100,2595,True,2019-09-11 18:42:18,R_1N4SahEGM2VmMwD,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1048,24,Female,,Asian,,Undergraduate student,slightly relevant,slightly relevant,not very relevant,slightly relevant,slightly relevant,somewhat relevant,slightly relevant,slightly relevant,slightly relevant,slightly relevant,somewhat relevant,slightly relevant,slightly relevant,slightly relevant,somewhat relevant,slightly relevant,slightly agree,slightly agree,strongly agree,moderately agree,strongly agree,moderately agree,moderately agree,moderately agree,strongly agree,slightly agree,moderately agree,strongly agree,moderately agree,moderately agree,slightly agree,moderately agree,False,True,False,False,True,False,False,True,True,False,False,True,True,Slightly disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,No,10-15 years old,16 years or older,Right-handed,41,41,46,59,42,50,20,34,29,70,71,41,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-11 18:00:34,2019-09-11 18:45:47,IP Address,128.111.149.104,100,2712,True,2019-09-11 18:45:47,R_1g0XeHAFzIU4sLA,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1051,21,Female,,Hispanic or Latino,,Undergraduate student,extremely relevant,extremely relevant,not at all relevant,slightly relevant,not at all relevant,not at all relevant,somewhat relevant,extremely relevant,not at all relevant,not at all relevant,somewhat relevant,extremely relevant,slightly relevant,not at all relevant,somewhat relevant,not at all relevant,moderately agree,strongly agree,strongly disagree,slightly disagree,slightly agree,strongly agree,moderately agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,moderately agree,moderately agree,strongly disagree,moderately disagree,slightly disagree,False,False,False,False,True,True,True,True,False,False,False,False,True,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,100,62,32,46,100,,40,36,54,22,39,,Strongly Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-12 15:49:06,2019-09-12 16:35:02,IP Address,128.111.149.104,100,2755,True,2019-09-12 16:35:03,R_uyu4edkTkHW8vXr,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1056,21,Male,,White,,Undergraduate student,somewhat relevant,very relevant,not very relevant,very relevant,very relevant,not at all relevant,very relevant,extremely relevant,very relevant,somewhat relevant,somewhat relevant,very relevant,very relevant,very relevant,somewhat relevant,not at all relevant,moderately disagree,slightly agree,slightly agree,slightly agree,slightly disagree,moderately agree,strongly agree,moderately disagree,moderately agree,slightly agree,moderately agree,slightly disagree,moderately agree,slightly agree,moderately agree,slightly agree,False,False,False,False,False,True,False,True,True,False,True,False,False,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,31,69,66,49,33,49,50,51,60,64,60,56,Neither Liberal Nor Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-12 15:47:09,2019-09-12 16:35:15,IP Address,128.111.149.102,100,2885,True,2019-09-12 16:35:15,R_24nRjypyDRhxyii,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1054,21,Female,,White,,Undergraduate student,very relevant,very relevant,not very relevant,not very relevant,not very relevant,not at all relevant,not very relevant,not very relevant,not very relevant,not at all relevant,slightly relevant,slightly relevant,not very relevant,slightly relevant,slightly relevant,not at all relevant,moderately agree,strongly agree,moderately disagree,slightly agree,moderately disagree,slightly disagree,moderately agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,moderately agree,slightly disagree,moderately disagree,moderately disagree,slightly disagree,False,False,False,False,True,True,False,True,True,True,True,False,True,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,95,,74,,,51,,32,,52,,,Somewhat Conservative,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-12 15:46:32,2019-09-12 16:35:50,IP Address,128.111.149.101,100,2958,True,2019-09-12 16:35:51,R_21tWJcviGIAqDso,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,7352867,23,Female,,Other,Middle Eastern,Undergraduate student,very relevant,somewhat relevant,slightly relevant,somewhat relevant,very relevant,not at all relevant,extremely relevant,extremely relevant,extremely relevant,somewhat relevant,somewhat relevant,extremely relevant,extremely relevant,somewhat relevant,somewhat relevant,slightly relevant,strongly agree,strongly agree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,moderately disagree,moderately disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,False,False,True,False,True,True,False,False,False,True,True,True,True,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Left-handed,,19,54,73,100,1,100,60,31,69,100,68,Somewhat Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-09-12 15:47:50,2019-09-12 16:41:18,IP Address,128.111.149.103,100,3208,True,2019-09-12 16:41:18,R_330TQtBvlvBvEUW,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1055,21,Female,,Asian,,Undergraduate student,slightly relevant,somewhat relevant,not very relevant,slightly relevant,somewhat relevant,not at all relevant,slightly relevant,somewhat relevant,somewhat relevant,not very relevant,not at all relevant,not at all relevant,not at all relevant,not at all relevant,very relevant,not at all relevant,slightly agree,strongly agree,slightly agree,moderately disagree,moderately disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,moderately disagree,slightly disagree,slightly disagree,True,True,False,True,True,True,False,True,True,True,False,True,True,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,No,6-9 years old,16 years or older,Right-handed,50,71,100,0,86,51,51,0,52,100,90,51,Neither Liberal Nor Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
